address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_two_people,reviews_list,cuisines_count,service_type,city_location
"Address_945, Bangalore",Resto_945,Yes,Yes,3.7,1952,080-1712357,Whitefield,Bakery,Sushi,"Beverages, Chinese, Desserts, Mexican, South Indian",2500,Sample Review Text...,5,Cafes,Bengaluru
"Address_146, Bangalore",Resto_146,Yes,No,3.8,1349,080-4369728,Marathahalli,Quick Service Restaurant,Salad,"Beverages, Continental, Fast Food, South Indian",3000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_581, Bangalore",Resto_581,Yes,No,3.5,1460,080-2633762,Whitefield,Bakery,Sushi,"Beverages, Italian, Mexican, South Indian, Thai",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_523, Bangalore",Onesta,Yes,No,2.6,586,080-9089445,Koramangala,Cafe,Burgers,"Chinese, Continental, Desserts, Fast Food",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_863, Bangalore",Pizza Hut,No,No,3.5,357,080-3717830,Whitefield,Fine Dining,Pizza,"Desserts, Italian, Mexican",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_19, Bangalore",Empire Restaurant,Yes,No,2.1,1366,080-2262382,Jayanagar,Fine Dining,Pasta,"Desserts, Mexican, South Indian",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_183, Bangalore",Leon Grill,Yes,No,4.7,207,080-4602338,Jayanagar,Pub,Pasta,"Desserts, Italian, Mexican, North Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_735, Bangalore",Resto_735,No,No,2.1,866,080-3859007,Whitefield,Cafe,Sushi,"Beverages, Continental, Desserts, North Indian, Thai",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_475, Bangalore",Empire Restaurant,No,No,3.8,1683,080-2699161,HSR Layout,Bar,Sushi,"Desserts, Fast Food, Italian, Mexican, North Indian",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_486, Bangalore",KFC,No,Yes,4.6,2340,080-5950084,Jayanagar,Bar,Salad,"Beverages, Chinese, Continental",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_962, Bangalore",Empire Restaurant,Yes,No,4.6,362,080-4571088,Koramangala,Bakery,Pizza,"Chinese, Desserts",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_245, Bangalore",Pizza Hut,Yes,No,3.5,2972,080-4246367,Marathahalli,Quick Service Restaurant,Sushi,"Chinese, Italian, South Indian",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_704, Bangalore",Resto_704,No,No,2.5,816,080-7100417,Jayanagar,Quick Service Restaurant,Sushi,"Chinese, Continental, Desserts",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_266, Bangalore",McDonald's,Yes,No,2.3,2759,080-4190481,JP Nagar,Casual Dining,Salad,"Chinese, Desserts, Fast Food, South Indian, Thai",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_116, Bangalore",Onesta,Yes,Yes,2.8,2302,080-1851702,Whitefield,Cafe,Burgers,Fast Food,3000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_90, Bangalore",Onesta,Yes,Yes,3.4,2195,080-5035998,unknown,Fine Dining,Steak,"Beverages, Desserts, Fast Food, Italian, South Indian",1000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_63, Bangalore",Pizza Hut,No,Yes,3.5,2201,080-2661307,Jayanagar,Bakery,Salad,"Beverages, Continental, Mexican, Thai",600,Sample Review Text...,4,Buffet,Bengaluru
"Address_163, Bangalore",Resto_163,No,Yes,4.5,1807,080-7047102,Marathahalli,Casual Dining,Dosa,"Chinese, Continental, Italian, South Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_516, Bangalore",Resto_516,No,No,3.5,2183,080-6777952,MG Road,Pub,Pasta,"Beverages, Chinese, Mexican",3000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_76, Bangalore",Resto_76,Yes,No,3.5,173,080-8007741,MG Road,Casual Dining,Dosa,"Chinese, Continental, Mexican, Thai",1500,Sample Review Text...,4,Delivery,Bengaluru
"Address_805, Bangalore",Resto_805,Yes,Yes,3.5,14,080-2240239,Koramangala,Bar,Biryani,"Chinese, Fast Food, Italian, Mexican",200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_644, Bangalore",Resto_644,Yes,Yes,3.2,2238,080-8947918,Indiranagar,Quick Service Restaurant,Sushi,"Beverages, Desserts",800,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_103, Bangalore",Resto_103,No,Yes,3.8,382,080-1476028,Jayanagar,Pub,Pizza,"Continental, Fast Food, Mexican, South Indian, Thai",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_98, Bangalore",Resto_98,Yes,Yes,3.4,1585,080-3277144,Indiranagar,Quick Service Restaurant,Pizza,"Continental, Desserts, Italian",2000,Sample Review Text...,3,Cafes,Bengaluru
"Address_272, Bangalore",Resto_272,No,Yes,4.5,2117,080-2007243,JP Nagar,Bar,Burgers,"Continental, Fast Food, Italian, North Indian",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_508, Bangalore",Resto_508,Yes,No,2.8,97,080-5166421,HSR Layout,Bar,Burgers,"Beverages, Italian, Thai",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_434, Bangalore",Resto_434,No,No,3.3,2745,080-5350628,Marathahalli,Pub,Pizza,"Italian, South Indian, Thai",600,Sample Review Text...,3,Cafes,Bengaluru
"Address_763, Bangalore",Resto_763,No,No,3.3,2419,080-1574205,Whitefield,Bar,Steak,"Mexican, Thai",1200,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_110, Bangalore",Resto_110,No,Yes,3.5,561,080-6344047,JP Nagar,Bar,Pasta,"Beverages, Continental, Desserts, South Indian",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_482, Bangalore",Resto_482,Yes,No,4.6,1386,080-8276581,HSR Layout,Quick Service Restaurant,Pizza,"Beverages, Desserts, Italian, Thai",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_279, Bangalore",Leon Grill,No,No,2,2014,080-1121097,Marathahalli,Quick Service Restaurant,Sushi,Mexican,1000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_603, Bangalore",Resto_603,Yes,Yes,3.5,1404,080-4235406,JP Nagar,Bakery,Biryani,"Beverages, Chinese, Continental, Fast Food, North Indian",1000,Sample Review Text...,5,Buffet,Bengaluru
"Address_384, Bangalore",Pizza Hut,No,No,4.3,630,080-5106228,Whitefield,Quick Service Restaurant,Biryani,"Chinese, Continental, Fast Food, Mexican",2000,Sample Review Text...,4,Delivery,Bengaluru
"Address_498, Bangalore",McDonald's,No,No,2.6,182,080-7699844,Marathahalli,Casual Dining,Burgers,Desserts,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_358, Bangalore",Pizza Hut,Yes,No,4.4,261,080-7744585,Indiranagar,Casual Dining,Sushi,"Chinese, Fast Food, Italian, Mexican",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_138, Bangalore",Resto_138,Yes,No,4.5,2677,080-2387242,Koramangala,Casual Dining,Salad,"Desserts, Fast Food, Mexican, North Indian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_299, Bangalore",Resto_299,No,No,3.7,368,080-1827302,HSR Layout,Bakery,Steak,"Beverages, Mexican, South Indian",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_913, Bangalore",Empire Restaurant,Yes,Yes,4.3,1106,080-5669108,Jayanagar,Casual Dining,Pizza,"Chinese, Continental, Desserts, Thai",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_382, Bangalore",Onesta,No,No,4.3,1736,080-9813089,MG Road,Cafe,Sushi,"Beverages, Chinese, Desserts, Fast Food, South Indian",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_864, Bangalore",Resto_864,Yes,No,3.6,2282,080-1666991,Whitefield,Bakery,Burgers,South Indian,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_496, Bangalore",KFC,No,No,3.7,373,080-4012820,Whitefield,Fine Dining,Steak,"Beverages, Continental, Mexican, Thai",600,Sample Review Text...,4,Cafes,Bengaluru
"Address_801, Bangalore",Resto_801,Yes,Yes,3.4,520,080-2130790,Koramangala,Bakery,Burgers,"Chinese, Fast Food, Italian, North Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_648, Bangalore",Nandhana Palace,No,Yes,2.1,145,080-4821097,Marathahalli,Pub,Biryani,"Mexican, Thai",2000,Sample Review Text...,2,Delivery,Bengaluru
"Address_415, Bangalore",Pizza Hut,No,Yes,4.2,1218,080-5597569,HSR Layout,Bar,Pizza,"Desserts, Thai",1500,Sample Review Text...,2,Cafes,Bengaluru
"Address_353, Bangalore",Resto_353,Yes,No,3.7,2111,080-9087731,Marathahalli,Bakery,Pizza,"Chinese, Italian, Mexican, North Indian",1500,Sample Review Text...,4,Buffet,Bengaluru
"Address_553, Bangalore",Resto_553,No,Yes,4.3,422,080-4224201,Jayanagar,Cafe,Pasta,"Beverages, Chinese, Desserts, Italian, South Indian",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_802, Bangalore",Onesta,Yes,No,2.1,2062,080-3562057,HSR Layout,Bar,Sushi,"North Indian, Thai",3000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_378, Bangalore",Resto_378,Yes,No,2.4,1836,080-8684648,Jayanagar,Pub,Sushi,"Chinese, Mexican, North Indian",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_364, Bangalore",Leon Grill,Yes,Yes,2.3,963,080-2847722,Marathahalli,Pub,Sushi,"Beverages, Fast Food, Italian, Mexican, Thai",1200,Sample Review Text...,5,Dine-out,Bengaluru
"Address_304, Bangalore",Empire Restaurant,Yes,No,3.9,2703,080-7484783,JP Nagar,Bar,Burgers,North Indian,1000,Sample Review Text...,1,Cafes,Bengaluru
"Address_488, Bangalore",McDonald's,Yes,No,3.5,2636,080-4360587,Indiranagar,Bar,Sushi,"Beverages, Chinese, Italian",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_164, Bangalore",Resto_164,Yes,Yes,2.9,2864,080-2307594,HSR Layout,Bakery,Pasta,Chinese,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_68, Bangalore",Onesta,No,Yes,2.9,607,080-9901266,Indiranagar,Cafe,Dosa,"Beverages, Fast Food, Thai",1500,Sample Review Text...,3,Cafes,Bengaluru
"Address_973, Bangalore",Burger King,No,No,3.5,225,080-6617699,Indiranagar,Bar,Biryani,"Beverages, Chinese, Italian, North Indian",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_814, Bangalore",Onesta,Yes,Yes,4.9,1484,080-6700506,Marathahalli,Pub,Pizza,"Desserts, Italian, North Indian, South Indian, Thai",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_499, Bangalore",Resto_499,No,Yes,2.4,2745,080-5683223,Marathahalli,Bakery,Pasta,"Chinese, Fast Food, Italian, Thai",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_637, Bangalore",Resto_637,Yes,Yes,4.2,985,080-9270565,Jayanagar,Pub,Sushi,"Beverages, Desserts, Italian, Mexican, South Indian",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_800, Bangalore",Resto_800,Yes,No,3.5,2199,080-5387228,JP Nagar,Cafe,Pizza,"Beverages, Continental, Mexican",1000,Sample Review Text...,3,Delivery,Bengaluru
"Address_58, Bangalore",Resto_58,No,Yes,4.5,436,080-1822825,HSR Layout,Bakery,Salad,"Beverages, Continental, Fast Food, North Indian, Thai",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_368, Bangalore",Empire Restaurant,No,Yes,3.5,1927,080-1208423,Koramangala,Bakery,Steak,"Chinese, Desserts, Fast Food, Italian, Mexican",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_940, Bangalore",Resto_940,Yes,No,3.8,1823,080-7300282,Whitefield,Quick Service Restaurant,Salad,"Fast Food, Italian, North Indian",800,Sample Review Text...,3,Delivery,Bengaluru
"Address_889, Bangalore",Leon Grill,No,No,2,930,080-7975966,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Desserts, Mexican, South Indian",800,Sample Review Text...,4,Dine-out,Bengaluru
"Address_966, Bangalore",Empire Restaurant,No,No,2.5,2448,080-8653803,MG Road,Bar,Pizza,"Beverages, Continental, Desserts, Fast Food, Mexican",3000,Sample Review Text...,5,Buffet,Bengaluru
"Address_123, Bangalore",Nandhana Palace,No,No,3.5,2310,080-4446065,Indiranagar,Casual Dining,Salad,"Beverages, Chinese, Desserts, Italian, South Indian",2500,Sample Review Text...,5,Delivery,Bengaluru
"Address_169, Bangalore",Leon Grill,No,No,4,1929,080-7676912,Indiranagar,Casual Dining,Dosa,"Beverages, Chinese, Continental, Fast Food, North Indian",200,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_840, Bangalore",KFC,No,Yes,3.5,952,080-7640569,Jayanagar,Bar,Biryani,"Beverages, Thai",1200,Sample Review Text...,2,Buffet,Bengaluru
"Address_710, Bangalore",Leon Grill,Yes,Yes,2.2,967,080-7279004,HSR Layout,Bakery,Biryani,Italian,600,Sample Review Text...,1,Cafes,Bengaluru
"Address_121, Bangalore",McDonald's,No,Yes,3,967,080-9430894,Koramangala,Fine Dining,Dosa,Desserts,1000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_790, Bangalore",Empire Restaurant,Yes,No,3.5,7,080-2164158,Koramangala,Casual Dining,Pasta,"Continental, Mexican, North Indian",3000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_541, Bangalore",Nandhana Palace,Yes,No,4.3,391,080-7535788,JP Nagar,Fine Dining,Pasta,"Beverages, Continental, Desserts, Fast Food, North Indian",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_244, Bangalore",McDonald's,Yes,No,4.5,583,080-1912484,Jayanagar,Cafe,Salad,"Continental, Fast Food",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_124, Bangalore",Onesta,Yes,No,3.2,2309,080-2225232,Koramangala,Pub,Biryani,"Continental, Mexican, North Indian, South Indian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_882, Bangalore",McDonald's,Yes,Yes,3.5,650,080-3376224,Indiranagar,Pub,Steak,"Beverages, Chinese, Continental, North Indian, South Indian",2000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_772, Bangalore",KFC,No,No,3.6,2498,080-1687389,Marathahalli,Cafe,Steak,Thai,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_233, Bangalore",Resto_233,No,Yes,4,2301,080-7502088,HSR Layout,Fine Dining,Steak,"Continental, Fast Food, Italian, Mexican, Thai",200,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_447, Bangalore",Leon Grill,No,Yes,2.1,2627,080-6105693,Jayanagar,Pub,Sushi,Beverages,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_846, Bangalore",Empire Restaurant,No,No,3.6,653,080-8004270,Indiranagar,Casual Dining,Biryani,"Fast Food, Italian, Mexican",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_429, Bangalore",Pizza Hut,No,Yes,3.6,2466,080-4493397,MG Road,Casual Dining,Pasta,"Continental, Italian, Mexican, South Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_154, Bangalore",Resto_154,No,Yes,4.5,2528,080-6123426,Jayanagar,Bar,Pizza,"Chinese, Fast Food, South Indian",1200,Sample Review Text...,3,Dine-out,Bengaluru
"Address_665, Bangalore",Resto_665,Yes,No,3.8,1838,080-5366756,MG Road,Cafe,Dosa,"Beverages, Desserts, Italian, Mexican, South Indian",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_905, Bangalore",McDonald's,Yes,No,2.2,128,080-6428764,Whitefield,Bakery,Salad,"Desserts, Fast Food",1500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_719, Bangalore",Onesta,No,No,3.3,2528,080-2696557,HSR Layout,Bar,Steak,"Beverages, Desserts, Fast Food, North Indian, South Indian",1200,Sample Review Text...,5,Buffet,Bengaluru
"Address_442, Bangalore",Resto_442,Yes,Yes,2.8,2772,080-4759700,Jayanagar,Cafe,Salad,"Chinese, Fast Food, Italian, North Indian, Thai",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_841, Bangalore",Onesta,Yes,No,2.1,2415,080-2352703,Koramangala,Cafe,Sushi,"Desserts, Fast Food",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_985, Bangalore",Leon Grill,Yes,Yes,3.2,1870,080-1271225,Koramangala,Pub,Pasta,"Beverages, Continental, Desserts, Fast Food, Italian",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_433, Bangalore",Burger King,No,Yes,4.1,1037,080-4056945,JP Nagar,Quick Service Restaurant,Steak,"Beverages, Chinese, Desserts, North Indian, Thai",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_624, Bangalore",Nandhana Palace,No,No,4.1,2235,080-6599209,Whitefield,Fine Dining,Salad,"Continental, Desserts, North Indian, Thai",1200,Sample Review Text...,4,Delivery,Bengaluru
"Address_387, Bangalore",Resto_387,Yes,Yes,4.5,2805,080-9693462,Whitefield,Quick Service Restaurant,Dosa,"Beverages, Chinese, Thai",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_30, Bangalore",Resto_30,Yes,Yes,3.5,1669,080-1327691,JP Nagar,Pub,Steak,"Fast Food, Italian, Mexican, North Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_485, Bangalore",McDonald's,No,No,4.1,2152,080-4476232,Marathahalli,Fine Dining,Burgers,"Continental, Desserts, Mexican, Thai",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_203, Bangalore",Resto_203,No,Yes,3.5,2329,080-1848243,Koramangala,Cafe,Sushi,"Italian, North Indian",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_711, Bangalore",Resto_711,Yes,No,3.1,870,080-3240199,Marathahalli,Fine Dining,Steak,"Beverages, Chinese, Desserts, Italian",600,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_627, Bangalore",Resto_627,No,No,4.8,2043,080-3728089,Jayanagar,Bakery,Dosa,"Beverages, Continental",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_687, Bangalore",Resto_687,No,Yes,3.5,2021,080-7820513,Whitefield,Bakery,Biryani,"North Indian, South Indian, Thai",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_391, Bangalore",Resto_391,Yes,No,3.5,1036,080-4355853,Koramangala,Casual Dining,Pasta,"Beverages, Chinese, North Indian",3000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_319, Bangalore",Empire Restaurant,Yes,No,2.5,1164,080-7357547,Jayanagar,Bakery,Pizza,"Chinese, Mexican, North Indian, South Indian, Thai",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_952, Bangalore",McDonald's,No,Yes,4.3,2953,080-8882473,JP Nagar,Quick Service Restaurant,Steak,"Continental, Italian, Mexican, South Indian, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_394, Bangalore",Resto_394,Yes,No,3.5,1287,080-7060776,Indiranagar,Bakery,Dosa,Beverages,600,Sample Review Text...,1,Buffet,Bengaluru
"Address_125, Bangalore",Resto_125,Yes,Yes,2.2,1933,080-7333337,Koramangala,Quick Service Restaurant,Steak,"Beverages, Fast Food, Mexican, South Indian",1500,Sample Review Text...,4,Delivery,Bengaluru
"Address_474, Bangalore",Nandhana Palace,No,Yes,3.7,350,080-8245056,Koramangala,Casual Dining,Pizza,"Chinese, North Indian, South Indian, Thai",2000,Sample Review Text...,4,Delivery,Bengaluru
"Address_478, Bangalore",Leon Grill,Yes,Yes,4.4,223,080-8981342,MG Road,Quick Service Restaurant,Salad,"Fast Food, Italian",400,Sample Review Text...,2,Buffet,Bengaluru
"Address_426, Bangalore",Burger King,Yes,No,3.5,1460,080-5766683,Marathahalli,Bakery,Pasta,"Beverages, Chinese, Fast Food, South Indian",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_753, Bangalore",Resto_753,Yes,No,3.9,820,080-9949336,JP Nagar,Fine Dining,Biryani,"Chinese, Desserts, Fast Food, Italian, South Indian",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_443, Bangalore",McDonald's,Yes,No,4.5,2111,080-2861110,Indiranagar,Fine Dining,Pizza,Desserts,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_842, Bangalore",Leon Grill,No,Yes,2,2570,080-4284516,Whitefield,Quick Service Restaurant,Sushi,"Beverages, Chinese, Desserts, Mexican, Thai",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_908, Bangalore",Resto_908,No,No,4.9,2508,080-8657731,HSR Layout,Bakery,Biryani,Desserts,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_147, Bangalore",Resto_147,No,No,4,2011,080-4018677,HSR Layout,Quick Service Restaurant,Biryani,"Continental, Mexican, North Indian, Thai",3000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_922, Bangalore",Resto_922,No,No,2.8,2420,080-3125026,HSR Layout,Casual Dining,Pasta,"Chinese, Fast Food, South Indian",200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_192, Bangalore",Resto_192,No,Yes,2.1,1794,080-9044494,MG Road,Cafe,Burgers,"Continental, Desserts, Mexican, Thai",1500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_567, Bangalore",Empire Restaurant,Yes,Yes,4.4,2897,080-9034749,Indiranagar,Cafe,Pasta,"Desserts, Fast Food",600,Sample Review Text...,2,Dine-out,Bengaluru
"Address_420, Bangalore",Onesta,No,Yes,2.6,1090,080-5747402,Whitefield,Fine Dining,Burgers,"Desserts, Fast Food, Mexican, South Indian",800,Sample Review Text...,4,Cafes,Bengaluru
"Address_195, Bangalore",Onesta,Yes,Yes,3.2,1206,080-5895783,Marathahalli,Cafe,Pizza,North Indian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_6, Bangalore",Burger King,Yes,No,4.9,2167,080-6707197,Whitefield,Pub,Pizza,Chinese,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_667, Bangalore",Onesta,Yes,Yes,4.4,98,080-6945304,Jayanagar,Casual Dining,Pasta,"Beverages, Fast Food",1500,Sample Review Text...,2,Cafes,Bengaluru
"Address_439, Bangalore",Empire Restaurant,No,No,2.8,2655,080-6817736,MG Road,Bakery,Salad,Desserts,3000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_289, Bangalore",Resto_289,No,Yes,3.8,1491,080-9347489,HSR Layout,Quick Service Restaurant,Pasta,Beverages,1500,Sample Review Text...,1,Buffet,Bengaluru
"Address_678, Bangalore",Leon Grill,No,No,3,1630,080-4608882,unknown,Bar,Steak,"Desserts, Italian, Mexican, North Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_877, Bangalore",Pizza Hut,No,Yes,3.5,1664,080-5005908,HSR Layout,Cafe,Dosa,"Beverages, Chinese, Fast Food, South Indian",1000,Sample Review Text...,4,Cafes,Bengaluru
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6,696,080-5772192,unknown,Bar,Pasta,"Beverages, Chinese, Continental, Desserts",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_671, Bangalore",Resto_671,No,Yes,2.5,1179,080-4886854,Whitefield,Bakery,Dosa,"Beverages, Continental, Italian, South Indian",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_559, Bangalore",Nandhana Palace,No,Yes,3.5,2063,080-4190874,Koramangala,Cafe,Steak,"Continental, Desserts, Fast Food, North Indian, South Indian",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_74, Bangalore",Resto_74,Yes,Yes,3.9,1989,080-5752087,Marathahalli,Bakery,Salad,"Beverages, Chinese, Italian",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_359, Bangalore",Leon Grill,No,Yes,3.7,1374,080-8359513,Indiranagar,Casual Dining,Burgers,"Fast Food, Mexican, South Indian",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_22, Bangalore",Resto_22,Yes,Yes,3.5,791,080-9996207,MG Road,Quick Service Restaurant,Sushi,"Chinese, Continental, Thai",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_883, Bangalore",Leon Grill,Yes,No,3.5,949,080-8889458,Indiranagar,Pub,Steak,Fast Food,600,Sample Review Text...,1,Dine-out,Bengaluru
"Address_171, Bangalore",Resto_171,Yes,No,4.1,977,080-1923227,Koramangala,Cafe,Dosa,Mexican,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_155, Bangalore",Resto_155,Yes,No,2.4,1571,080-6277776,MG Road,Cafe,Salad,"Beverages, Fast Food, Italian, South Indian",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_194, Bangalore",Leon Grill,No,Yes,3.5,1356,080-2609202,HSR Layout,Cafe,Biryani,"Beverages, Continental, Fast Food, Thai",1000,Sample Review Text...,4,Cafes,Bengaluru
"Address_450, Bangalore",Nandhana Palace,Yes,No,3.5,507,080-1087466,Koramangala,Bar,Salad,Desserts,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_363, Bangalore",Onesta,No,Yes,4.7,221,080-8602555,JP Nagar,Quick Service Restaurant,Biryani,"Continental, Mexican",1200,Sample Review Text...,2,Delivery,Bengaluru
"Address_187, Bangalore",Leon Grill,Yes,Yes,4.3,2857,080-4158036,JP Nagar,Pub,Salad,Thai,3000,Sample Review Text...,1,Buffet,Bengaluru
"Address_29, Bangalore",Resto_29,Yes,No,3.5,2567,080-2351868,HSR Layout,Quick Service Restaurant,Pasta,"Chinese, Continental, Italian, South Indian",1200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_633, Bangalore",Resto_633,Yes,No,4.5,1885,080-2634085,Koramangala,Casual Dining,Dosa,Continental,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_678, Bangalore",Leon Grill,No,No,3,1630,080-4608882,Jayanagar,Bar,Steak,"Desserts, Italian, Mexican, North Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_428, Bangalore",Resto_428,No,No,4.8,2433,080-3169632,Koramangala,Quick Service Restaurant,Burgers,Fast Food,2000,Sample Review Text...,1,Delivery,Bengaluru
"Address_610, Bangalore",Resto_610,Yes,No,3.5,2358,080-1656328,Koramangala,Bakery,Sushi,"Mexican, North Indian, South Indian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_792, Bangalore",Resto_792,Yes,No,2.3,2797,080-6660577,Jayanagar,Pub,Salad,"Beverages, Chinese, Continental, Desserts, South Indian",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_796, Bangalore",Resto_796,Yes,Yes,3.1,1440,080-1750288,Koramangala,Bar,Burgers,"Beverages, Continental, Fast Food, South Indian",1200,Sample Review Text...,4,Delivery,Bengaluru
"Address_106, Bangalore",Resto_106,No,Yes,2.1,1573,080-9359508,MG Road,Cafe,Salad,"Fast Food, Thai",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_925, Bangalore",KFC,Yes,Yes,2.7,190,080-4526654,Indiranagar,Fine Dining,Pizza,"Continental, Italian, North Indian, South Indian",3000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_276, Bangalore",Resto_276,No,Yes,3.2,391,080-3605071,Indiranagar,Bakery,Pizza,"Beverages, Continental, Fast Food, Mexican, North Indian",400,Sample Review Text...,5,Pubs and bars,Bengaluru
